case_id,task_family,source_dataset,expected_output,model_slot,provider,model_id,n_repetitions,ECS,EVR,EDI
SD-013,structured_decision_support,OULAD,Distinction,gpt54mini,openai,gpt-5.4-mini,5,0.4113894501580072,0.5722801229149397,0.586024302400675
SD-014,structured_decision_support,OULAD,Pass,gpt54,openai,gpt-5.4,5,0.37063299667744115,0.6660404786463769,0.5982888043403205
SD-014,structured_decision_support,OULAD,Pass,gpt54mini,openai,gpt-5.4-mini,5,0.3920792755309553,0.6264580421852227,0.5871071203801992
SD-015,structured_decision_support,OULAD,Pass,gpt54,openai,gpt-5.4,5,0.4582874072098561,0.5080640136928695,0.5546370328050939
SD-015,structured_decision_support,OULAD,Pass,gpt54mini,openai,gpt-5.4-mini,5,0.3690320542290896,0.6269844996545899,0.6258346648005093
SD-016,structured_decision_support,OULAD,Fail,gpt54,openai,gpt-5.4,5,0.3932361861458515,0.6342357327753387,0.6024762631938803
SD-016,structured_decision_support,OULAD,Fail,gpt54mini,openai,gpt-5.4-mini,5,0.4825632833597228,0.5198103641859447,0.515134697163784
SD-017,structured_decision_support,OULAD,Withdrawn,gpt54,openai,gpt-5.4,5,0.49014660733205107,0.5369027215657021,0.47724208948998287
SD-017,structured_decision_support,OULAD,Withdrawn,gpt54mini,openai,gpt-5.4-mini,5,0.41468415921935026,0.6060108023038182,0.6018285563097423
SD-018,structured_decision_support,OULAD,Fail,gpt54,openai,gpt-5.4,5,0.4176011687364255,0.607995055444833,0.6499096018751818
SD-018,structured_decision_support,OULAD,Fail,gpt54mini,openai,gpt-5.4-mini,5,0.4041155073988893,0.5873928995471147,0.6195805001194891
SD-019,structured_decision_support,OULAD,Pass,gpt54,openai,gpt-5.4,5,0.48092180670602874,0.47612890428526466,0.5391657730856149
SD-019,structured_decision_support,OULAD,Pass,gpt54mini,openai,gpt-5.4-mini,5,0.3576337178766832,0.5889470751354787,0.6362838104914732
SD-020,structured_decision_support,OULAD,Distinction,gpt54,openai,gpt-5.4,5,0.4508371271285652,0.5449456550511782,0.5062259763835688
SD-020,structured_decision_support,OULAD,Distinction,gpt54mini,openai,gpt-5.4-mini,5,0.4276865834664417,0.5702581849209254,0.5504759632671287
SD-021,structured_decision_support,OULAD,Distinction,gpt54,openai,gpt-5.4,5,0.3946010643135295,0.5837631190797937,0.583634409186238
SD-021,structured_decision_support,OULAD,Distinction,gpt54mini,openai,gpt-5.4-mini,5,0.3906138722905235,0.6428711081471709,0.5689904090903808
SD-022,structured_decision_support,OULAD,Fail,gpt54,openai,gpt-5.4,5,0.46479475557857475,0.5427768921206211,0.5126662629188052
SD-022,structured_decision_support,OULAD,Fail,gpt54mini,openai,gpt-5.4-mini,5,0.4071493484615113,0.5726934591208661,0.6324731717573311
SD-023,structured_decision_support,OULAD,Withdrawn,gpt54,openai,gpt-5.4,5,0.4303977110847854,0.5303218930245447,0.6019934358548895
SD-023,structured_decision_support,OULAD,Withdrawn,gpt54mini,openai,gpt-5.4-mini,5,0.4109089603174792,0.6194766171959406,0.5502546782593001
SD-024,structured_decision_support,OULAD,Pass,gpt54,openai,gpt-5.4,5,0.43089492713216576,0.5708372279017236,0.6269049776328548
SD-024,structured_decision_support,OULAD,Pass,gpt54mini,openai,gpt-5.4-mini,5,0.4083171441901804,0.6080768717630942,0.6075593463708009
SD-025,structured_decision_support,OULAD,Fail,gpt54,openai,gpt-5.4,5,0.47372715684822425,0.49383869215255577,0.5150893636507284
SD-025,structured_decision_support,OULAD,Fail,gpt54mini,openai,gpt-5.4-mini,5,0.464614027479345,0.5123897090558258,0.5215770621525868
SD-026,structured_decision_support,OULAD,Withdrawn,gpt54,openai,gpt-5.4,5,0.46120724889669573,0.579490717043335,0.4855593642196159
SD-026,structured_decision_support,OULAD,Withdrawn,gpt54mini,openai,gpt-5.4-mini,5,0.43849086360886097,0.5661556657443694,0.5294512412404144
SD-027,structured_decision_support,OULAD,Withdrawn,gpt54,openai,gpt-5.4,5,0.46630629507192134,0.5767426240168534,0.5322390115505314
SD-027,structured_decision_support,OULAD,Withdrawn,gpt54mini,openai,gpt-5.4-mini,5,0.3569723995273333,0.6631619781960163,0.6411239274771718
SD-028,structured_decision_support,OULAD,Distinction,gpt54,openai,gpt-5.4,5,0.42329061437978865,0.5913427070780227,0.540182907147492
SD-028,structured_decision_support,OULAD,Distinction,gpt54mini,openai,gpt-5.4-mini,5,0.4456175692131071,0.5507069849138833,0.5675557913279893
SD-029,structured_decision_support,OULAD,Pass,gpt54,openai,gpt-5.4,5,0.43150033961060397,0.6198809511402597,0.506000582317829
SD-029,structured_decision_support,OULAD,Pass,gpt54mini,openai,gpt-5.4-mini,5,0.3372210256404674,0.6809443733307121,0.6458433151865262
SD-030,structured_decision_support,OULAD,Withdrawn,gpt54,openai,gpt-5.4,5,0.5004835182827101,0.4904498816906223,0.4850944711860402
SD-030,structured_decision_support,OULAD,Withdrawn,gpt54mini,openai,gpt-5.4-mini,5,0.40498726677289226,0.6134911279490731,0.6055691307847398
TC-001,text_classification,BBC,tech,gpt54,openai,gpt-5.4,5,0.6496501058617279,0.3241549115999494,0.3886890280634775
TC-001,text_classification,BBC,tech,gpt54mini,openai,gpt-5.4-mini,5,0.5874366849772377,0.3625952945360813,0.41363205843892115
TC-002,text_classification,BBC,politics,gpt54,openai,gpt-5.4,5,0.6352226651525998,0.39396740002562125,0.3921676944762657
TC-002,text_classification,BBC,politics,gpt54mini,openai,gpt-5.4-mini,5,0.7348898557632764,0.2750816257846235,0.26520157784837417
TC-003,text_classification,BBC,business,gpt54,openai,gpt-5.4,5,0.5870683674528221,0.40704281576488577,0.37187757149972367
TC-003,text_classification,BBC,business,gpt54mini,openai,gpt-5.4-mini,5,0.5898732728890436,0.44622401452277294,0.37077994793095853
TC-004,text_classification,BBC,entertainment,gpt54,openai,gpt-5.4,5,0.6658361884011805,0.3352838379055545,0.3227912398604207
TC-004,text_classification,BBC,entertainment,gpt54mini,openai,gpt-5.4-mini,5,0.8426695174872142,0.1749942235969876,0.1439973750039437
TC-005,text_classification,BBC,sport,gpt54,openai,gpt-5.4,5,0.6545947324554462,0.33413547385276,0.3377435774206358
TC-005,text_classification,BBC,sport,gpt54mini,openai,gpt-5.4-mini,5,0.6296611243131155,0.38212944330458154,0.33292698871426024
TC-006,text_classification,BBC,sport,gpt54,openai,gpt-5.4,5,0.7138078776445244,0.25895361059272415,0.2739632797024174
TC-006,text_classification,BBC,sport,gpt54mini,openai,gpt-5.4-mini,5,0.7264552067299029,0.28155500479003776,0.3041478587493867
TC-007,text_classification,BBC,business,gpt54,openai,gpt-5.4,5,0.588995995270018,0.3913843159790643,0.4429110348054704
TC-007,text_classification,BBC,business,gpt54mini,openai,gpt-5.4-mini,5,0.6091474619922554,0.3506158776264253,0.3878302407637034
TC-008,text_classification,BBC,sport,gpt54,openai,gpt-5.4,5,0.5444635056180729,0.44380954466997785,0.4145354136617574
TC-008,text_classification,BBC,sport,gpt54mini,openai,gpt-5.4-mini,5,0.6440497857785039,0.3747451404227521,0.34555141921179977
TC-009,text_classification,BBC,politics,gpt54,openai,gpt-5.4,5,0.7345685420049015,0.2700626674828137,0.2643677612323734
TC-009,text_classification,BBC,politics,gpt54mini,openai,gpt-5.4-mini,5,0.7186280923510903,0.3096577958306611,0.2538582892328828
TC-010,text_classification,BBC,sport,gpt54,openai,gpt-5.4,5,0.6745151656600296,0.3503775240061302,0.30819125586298235
TC-010,text_classification,BBC,sport,gpt54mini,openai,gpt-5.4-mini,5,0.6642637546238912,0.3345681056315207,0.30327354119357325
TC-011,text_classification,BBC,entertainment,gpt54,openai,gpt-5.4,5,0.438934015414114,0.5539611348437478,0.6036978540379054
TC-011,text_classification,BBC,entertainment,gpt54mini,openai,gpt-5.4-mini,5,0.5380054805691161,0.4601856368598559,0.4414987017915454
TC-012,text_classification,BBC,tech,gpt54,openai,gpt-5.4,5,0.527380974375541,0.4732489707177342,0.4880805793827825
TC-012,text_classification,BBC,tech,gpt54mini,openai,gpt-5.4-mini,5,0.5946096598930121,0.3956482972269506,0.4167322977848242
TC-013,text_classification,BBC,entertainment,gpt54,openai,gpt-5.4,5,0.6370399495245319,0.3489782097189576,0.3927383360285251
TC-013,text_classification,BBC,entertainment,gpt54mini,openai,gpt-5.4-mini,5,0.6910568849021452,0.3299354660504715,0.31236126393934116
TC-014,text_classification,BBC,business,gpt54,openai,gpt-5.4,5,0.7121046878566016,0.2535507182754343,0.33558869701143884
TC-014,text_classification,BBC,business,gpt54mini,openai,gpt-5.4-mini,5,0.6806822765675375,0.3602148221485336,0.3060724399728471
TC-015,text_classification,BBC,business,gpt54,openai,gpt-5.4,5,0.5994118381595496,0.38696503205042404,0.36521036327998
TC-015,text_classification,BBC,business,gpt54mini,openai,gpt-5.4-mini,5,0.7204970940201029,0.2933844595990331,0.2472676850095112
TC-016,text_classification,BBC,sport,gpt54,openai,gpt-5.4,5,0.698203972057079,0.26961719569994325,0.3472933078184703
TC-016,text_classification,BBC,sport,gpt54mini,openai,gpt-5.4-mini,5,0.7282151435409773,0.23897867727451838,0.3129289090410279
TC-017,text_classification,BBC,politics,gpt54,openai,gpt-5.4,5,0.6539761727476608,0.33709139935178234,0.35039773898841053
TC-017,text_classification,BBC,politics,gpt54mini,openai,gpt-5.4-mini,5,0.6714732810799303,0.2987614473195893,0.334244336328267
TC-018,text_classification,BBC,tech,gpt54,openai,gpt-5.4,5,0.7210790055731182,0.3003060156254945,0.26848580071846767
TC-018,text_classification,BBC,tech,gpt54mini,openai,gpt-5.4-mini,5,0.6109434666224554,0.44172607157142785,0.35148988609542486
TC-019,text_classification,BBC,business,gpt54,openai,gpt-5.4,5,0.5569303733002405,0.4400528890646511,0.4519489863348486
TC-019,text_classification,BBC,business,gpt54mini,openai,gpt-5.4-mini,5,0.6040423482270627,0.43088759879268923,0.42314091426915407
TC-020,text_classification,BBC,politics,gpt54,openai,gpt-5.4,5,0.6299749698882656,0.3402570455242847,0.35525013099197966
TC-020,text_classification,BBC,politics,gpt54mini,openai,gpt-5.4-mini,5,0.6683403382673305,0.30774244174489485,0.3689900140222002
TC-021,text_classification,BBC,tech,gpt54,openai,gpt-5.4,5,0.46731257775409174,0.43068444083454915,0.6062573698321634
TC-021,text_classification,BBC,tech,gpt54mini,openai,gpt-5.4-mini,5,0.6679735503664846,0.32913267958703796,0.3601520532107648
TC-022,text_classification,BBC,entertainment,gpt54,openai,gpt-5.4,5,0.6383281646429373,0.3808661484625764,0.3541298079825116
TC-022,text_classification,BBC,entertainment,gpt54mini,openai,gpt-5.4-mini,5,0.6211997641032038,0.34058273060268884,0.5648749494705514
TC-023,text_classification,BBC,tech,gpt54,openai,gpt-5.4,5,0.6780228858446717,0.3055005532598828,0.3439255796274904
TC-023,text_classification,BBC,tech,gpt54mini,openai,gpt-5.4-mini,5,0.7083469702112763,0.29990981311975395,0.25097943363583186
TC-024,text_classification,BBC,politics,gpt54,openai,gpt-5.4,5,0.6376611504856838,0.35975239090763733,0.3855922364792612
TC-024,text_classification,BBC,politics,gpt54mini,openai,gpt-5.4-mini,5,0.5835953030074716,0.39319130120186796,0.40881225676619226
TC-025,text_classification,BBC,entertainment,gpt54,openai,gpt-5.4,5,0.5956152696172594,0.4285244871169355,0.4052272181375658
TC-025,text_classification,BBC,entertainment,gpt54mini,openai,gpt-5.4-mini,5,0.5944119472548292,0.3948949144692664,0.4263914405679323
TC-026,text_classification,BBC,entertainment,gpt54,openai,gpt-5.4,5,0.7094036651451382,0.32064696926730096,0.27134921585508665
TC-026,text_classification,BBC,entertainment,gpt54mini,openai,gpt-5.4-mini,5,0.7046744411480196,0.2753483696907322,0.3265847562740861
TC-027,text_classification,BBC,sport,gpt54,openai,gpt-5.4,5,0.7043566542764089,0.27671319245541354,0.33898257249295016
TC-027,text_classification,BBC,sport,gpt54mini,openai,gpt-5.4-mini,5,0.631681166237993,0.37912242329599377,0.3827600964997768
TC-028,text_classification,BBC,tech,gpt54,openai,gpt-5.4,5,0.6640460133503117,0.33245269851029374,0.333726819256698
TC-028,text_classification,BBC,tech,gpt54mini,openai,gpt-5.4-mini,5,0.8118840484512543,0.18658160618994507,0.17179616008096885
TC-029,text_classification,BBC,business,gpt54,openai,gpt-5.4,5,0.5639610098417374,0.4284187279873938,0.44651129320593985
TC-029,text_classification,BBC,business,gpt54mini,openai,gpt-5.4-mini,5,0.6614261694886484,0.3394310874899039,0.3055064224001559
TC-030,text_classification,BBC,politics,gpt54,openai,gpt-5.4,5,0.5265334769982898,0.46804898714726323,0.44464834978478673
TC-030,text_classification,BBC,politics,gpt54mini,openai,gpt-5.4-mini,5,0.5955516037774744,0.3656736711695388,0.40087163214762805
TC-031,text_classification,BBC,tech,gpt54,openai,gpt-5.4,5,0.7220786224842305,0.28684732081282194,0.3150357879397341
TC-031,text_classification,BBC,tech,gpt54mini,openai,gpt-5.4-mini,5,0.6933838559925968,0.30707304230684956,0.27890772809903563
TC-032,text_classification,BBC,entertainment,gpt54,openai,gpt-5.4,5,0.6132581476996609,0.39251267423927616,0.4067437945246659
TC-032,text_classification,BBC,entertainment,gpt54mini,openai,gpt-5.4-mini,5,0.6210908877199095,0.36577439391777944,0.4234974645665354
TC-033,text_classification,BBC,sport,gpt54,openai,gpt-5.4,5,0.6626526164694336,0.32736888155429095,0.328213080006834
TC-033,text_classification,BBC,sport,gpt54mini,openai,gpt-5.4-mini,5,0.5952758988619402,0.4388423271381625,0.39044551399759686
TC-034,text_classification,BBC,business,gpt54,openai,gpt-5.4,5,0.5743865428674211,0.41083860660041815,0.4442603486240261
TC-034,text_classification,BBC,business,gpt54mini,openai,gpt-5.4-mini,5,0.6428684288564969,0.40517384649339744,0.3355322876690653
TC-035,text_classification,BBC,politics,gpt54,openai,gpt-5.4,5,0.7212636750363677,0.2835943091095436,0.298022402786876
TC-035,text_classification,BBC,politics,gpt54mini,openai,gpt-5.4-mini,5,0.740342687490707,0.28808141549994537,0.25511707942277173
